Baud rate 2400, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
  808.0000, 2.5811944833, 1.34605, 1.65103
  816.0000, 2.6058963889, 1.34988, 1.66090
  824.0000, 2.6309362362, 1.35378, 1.67059
  832.0000, 2.6563284519, 1.35774, 1.68011
  840.0000, 2.6820862769, 1.36177, 1.68945
  848.0000, 2.7082217128, 1.36588, 1.69860
  856.0000, 2.7347454741, 1.37005, 1.70757
  864.0000, 2.7616669439, 1.37431, 1.71635
  872.0000, 2.7889941347, 1.37864, 1.72494
  880.0000, 2.8167336538, 1.38305, 1.73332
  888.0000, 2.8448906742, 1.38754, 1.74151
  896.0000, 2.8734689100, 1.39211, 1.74950
  904.0000, 2.9024705977, 1.39677, 1.75728
  912.0000, 2.9318964823, 1.40151, 1.76485
  920.0000, 2.9617458090, 1.40633, 1.77221
  928.0000, 2.9920163204, 1.41124, 1.77935
  936.0000, 3.0227042588, 1.41623, 1.78628
  944.0000, 3.0538043744, 1.42131, 1.79299
  952.0000, 3.0853099383, 1.42648, 1.79948
  960.0000, 3.1172127609, 1.43173, 1.80575
  968.0000, 3.1495032157, 1.43706, 1.81179
  976.0000, 3.1821702677, 1.44248, 1.81761
  984.0000, 3.2152015068, 1.44797, 1.82320
  992.0000, 3.2485831862, 1.45355, 1.82856
 1000.0000, 3.2823002645, 1.45920, 1.83370
 1008.0000, 3.3163364531, 1.46493, 1.83860
 1016.0000, 3.3506742666, 1.47073, 1.84327
 1024.0000, 3.3852950773, 1.47661, 1.84770
 1032.0000, 3.4201791739, 1.48255, 1.85191
 1040.0000, 3.4553058224, 1.48856, 1.85588
 1048.0000, 3.4906533306, 1.49463, 1.85961
 1056.0000, 3.5261991149, 1.50076, 1.86312
 1064.0000, 3.5619197698, 1.50694, 1.86638
 1072.0000, 3.5977911394, 1.51318, 1.86942
 1080.0000, 3.6337883906, 1.51946, 1.87222
 1088.0000, 3.6698860877, 1.52579, 1.87479
 1096.0000, 3.7060582686, 1.53216, 1.87713
 1104.0000, 3.7422785215, 1.53856, 1.87923
 1112.0000, 3.7785200626, 1.54499, 1.88111
 1120.0000, 3.8147558139, 1.55145, 1.88275
 1128.0000, 3.8509584815, 1.55793, 1.88417
 1136.0000, 3.8871006333, 1.56443, 1.88536
 1144.0000, 3.9231547771, 1.57093, 1.88633
 1152.0000, 3.9590934372, 1.57745, 1.88708
 1160.0000, 3.9948892310, 1.58396, 1.88760
 1168.0000, 4.0305149445, 1.59047, 1.88790
 1176.0000, 4.0659436063, 1.59697, 1.88799
 1184.0000, 4.1011485607, 1.60346, 1.88786
 1192.0000, 4.1361035392, 1.60992, 1.88752
 1200.0000, 4.1707827304, 1.61636, 1.88697
 1208.0000, 4.2051608483, 1.62277, 1.88621
 1216.0000, 4.2392131985, 1.62915, 1.88525
 1224.0000, 4.2729157428, 1.63548, 1.88409
 1232.0000, 4.3062451620, 1.64177, 1.88274
 1240.0000, 4.3391789158, 1.64801, 1.88119
 1248.0000, 4.3716953011, 1.65419, 1.87944
 1256.0000, 4.4037735088, 1.66031, 1.87752
 1264.0000, 4.4353936766, 1.66636, 1.87540
 1272.0000, 4.4665369414, 1.67235, 1.87311
 1280.0000, 4.4971854882, 1.67826, 1.87065
 1288.0000, 4.5273225972, 1.68409, 1.86801
 1296.0000, 4.5569326881, 1.68984, 1.86521
 1304.0000, 4.5860013627, 1.69551, 1.86224
 1312.0000, 4.6145154445, 1.70108, 1.85912
 1320.0000, 4.6424630161, 1.70657, 1.85585
 1328.0000, 4.6698334544, 1.71195, 1.85242
 1336.0000, 4.6966174632, 1.71724, 1.84886
 1344.0000, 4.7228071034, 1.72243, 1.84516
 1352.0000, 4.7483958208, 1.72751, 1.84132
 1360.0000, 4.7733784714, 1.73248, 1.83736
 1368.0000, 4.7977513441, 1.73735, 1.83327
 1376.0000, 4.8215121817, 1.74211, 1.82907
 1384.0000, 4.8446601979, 1.74676, 1.82475
 1392.0000, 4.8671960934, 1.75130, 1.82033
 1400.0000, 4.8891220683, 1.75572, 1.81582
 1408.0000, 4.9104418324, 1.76004, 1.81121
 1416.0000, 4.9311606128, 1.76424, 1.80651
 1424.0000, 4.9512851583, 1.76833, 1.80172
 1432.0000, 4.9708237423, 1.77232, 1.79687
 1440.0000, 4.9897861614, 1.77619, 1.79194
 1448.0000, 5.0081837319, 1.77996, 1.78695
 1456.0000, 5.0260292836, 1.78362, 1.78191
 1464.0000, 5.0433371500, 1.78717, 1.77681
 1472.0000, 5.0601231557, 1.79063, 1.77167
 1480.0000, 5.0764046005, 1.79399, 1.76650
 1488.0000, 5.0922002407, 1.79726, 1.76129
 1496.0000, 5.1075302662, 1.80043, 1.75606
 1504.0000, 5.1224162749, 1.80352, 1.75081
 1512.0000, 5.1368812437, 1.80653, 1.74556
 1520.0000, 5.1509494947, 1.80945, 1.74030
 1528.0000, 5.1646466595, 1.81231, 1.73504
 1536.0000, 5.1779996382, 1.81510, 1.72979
 1544.0000, 5.1910365554, 1.81782, 1.72456
 1552.0000, 5.2037867122, 1.82049, 1.71936
 1560.0000, 5.2162805337, 1.82311, 1.71419
 1568.0000, 5.2285495135, 1.82569, 1.70905
 1576.0000, 5.2406261531, 1.82823, 1.70396
 1584.0000, 5.2525438977, 1.83074, 1.69892
 1592.0000, 5.2643370686, 1.83323, 1.69395
 1600.0000, 5.2760407898, 1.83570, 1.68904
 1608.0000, 5.2876909128, 1.83817, 1.68420
 1616.0000, 5.2993239353, 1.84063, 1.67944
 1624.0000, 5.3109769176, 1.84310, 1.67478
 1632.0000, 5.3226873944, 1.84559, 1.67020
 1640.0000, 5.3344932830, 1.84810, 1.66573
 1648.0000, 5.3464327882, 1.85064, 1.66137
 1656.0000, 5.3585443037, 1.85322, 1.65712
 1664.0000, 5.3708663102, 1.85585, 1.65300
 1672.0000, 5.3834372713, 1.85854, 1.64901
 1680.0000, 5.3962955257, 1.86129, 1.64515
 1688.0000, 5.4094791781, 1.86412, 1.64144
 1696.0000, 5.4230259875, 1.86703, 1.63788
 1704.0000, 5.4369732540, 1.87003, 1.63448
 1712.0000, 5.4513577046, 1.87313, 1.63124
 1720.0000, 5.4662153780, 1.87634, 1.62817
 1728.0000, 5.4815815089, 1.87966, 1.62528
 1736.0000, 5.4974904125, 1.88310, 1.62258
 1744.0000, 5.5139753702, 1.88668, 1.62006
 1752.0000, 5.5310685150, 1.89040, 1.61774
 1760.0000, 5.5488007202, 1.89426, 1.61563
 1768.0000, 5.5672014887, 1.89828, 1.61373
 1776.0000, 5.5862988466, 1.90246, 1.61204
 1784.0000, 5.6061192383, 1.90680, 1.61057
 1792.0000, 5.6266874271, 1.91132, 1.60933
 1800.0000, 5.6480263988, 1.91603, 1.60833
 1808.0000, 5.6701572710, 1.92091, 1.60757
 1816.0000, 5.6930992073, 1.92599, 1.60705
 1824.0000, 5.7168693379, 1.93127, 1.60679
 1832.0000, 5.7414826858, 1.93675, 1.60678
 1840.0000, 5.7669521004, 1.94244, 1.60703
 1848.0000, 5.7932881980, 1.94834, 1.60755
 1856.0000, 5.8204993102, 1.95445, 1.60835
 1864.0000, 5.8485914391, 1.96078, 1.60942
 1872.0000, 5.8775682222, 1.96734, 1.61078
 1880.0000, 5.9074309046, 1.97411, 1.61242
 1888.0000, 5.9381783195, 1.98111, 1.61435
 1896.0000, 5.9698068785, 1.98834, 1.61659
 1904.0000, 6.0023105696, 1.99579, 1.61912
 1912.0000, 6.0356809644, 2.00348, 1.62196
 1920.0000, 6.0699072335, 2.01139, 1.62511
 1928.0000, 6.1049761713, 2.01952, 1.62858
 1936.0000, 6.1408722286, 2.02789, 1.63236
 1944.0000, 6.1775775532, 2.03647, 1.63646
 1952.0000, 6.2150720392, 2.04528, 1.64089
 1960.0000, 6.2533333837, 2.05431, 1.64565
 1968.0000, 6.2923371502, 2.06356, 1.65073
 1976.0000, 6.3320568399, 2.07302, 1.65616
 1984.0000, 6.3724639686, 2.08268, 1.66192
 1992.0000, 6.4135281505, 2.09255, 1.66802
 2000.0000, 6.4552171871, 2.10262, 1.67446
 2008.0000, 6.4974971611, 2.11288, 1.68125
 2016.0000, 6.5403325351, 2.12333, 1.68838
 2024.0000, 6.5836862546, 2.13395, 1.69586
 2032.0000, 6.6275198540, 2.14475, 1.70370
 2040.0000, 6.6717935657, 2.15571, 1.71188
 2048.0000, 6.7164664323, 2.16682, 1.72042
 2056.0000, 6.7614964199, 2.17808, 1.72932
 2064.0000, 6.8068405332, 2.18949, 1.73857
 2072.0000, 6.8524549322, 2.20101, 1.74818
 2080.0000, 6.8982950477, 2.21266, 1.75815
 2088.0000, 6.9443156991, 2.22441, 1.76848
 2096.0000, 6.9904712097, 2.23627, 1.77916
 2104.0000, 7.0367155226, 2.24820, 1.79020
 2112.0000, 7.0830023150, 2.26022, 1.80160
 2120.0000, 7.1292851105, 2.27229, 1.81336
 2128.0000, 7.1755173907, 2.28442, 1.82548
 2136.0000, 7.2216527038, 2.29659, 1.83796
 2144.0000, 7.2676447708, 2.30878, 1.85079
 2152.0000, 7.3134475902, 2.32099, 1.86398
 2160.0000, 7.3590155387, 2.33319, 1.87752
 2168.0000, 7.4043034697, 2.34539, 1.89141
 2176.0000, 7.4492668090, 2.35756, 1.90565
 2184.0000, 7.4938616466, 2.36970, 1.92025
 2192.0000, 7.5380448261, 2.38178, 1.93518
 2200.0000, 7.5817740308, 2.39380, 1.95047
 2208.0000, 7.6250078660, 2.40575, 1.96609
 2216.0000, 7.6677059387, 2.41760, 1.98206
 2224.0000, 7.7098289338, 2.42936, 1.99836
 2232.0000, 7.7513386875, 2.44100, 2.01499
 2240.0000, 7.7921982570, 2.45251, 2.03195
 2248.0000, 7.8323719877, 2.46387, 2.04924
 2256.0000, 7.8718255775, 2.47509, 2.06685
 2264.0000, 7.9105261379, 2.48614, 2.08478
 2272.0000, 7.9484422526, 2.49702, 2.10302
 2280.0000, 7.9855440337, 2.50771, 2.12157
 2288.0000, 8.0218031750, 2.51820, 2.14043
 2296.0000, 8.0571930028, 2.52848, 2.15959
 2304.0000, 8.0916885257, 2.53854, 2.17904
 2312.0000, 8.1252664803, 2.54837, 2.19879
 2320.0000, 8.1579053765, 2.55797, 2.21881
 2328.0000, 8.1895855404, 2.56732, 2.23912
 2336.0000, 8.2202891549, 2.57641, 2.25970
 2344.0000, 8.2500002994, 2.58523, 2.28055
 2352.0000, 8.2787049873, 2.59379, 2.30166
 2360.0000, 8.3063912025, 2.60207, 2.32303
 2368.0000, 8.3330489338, 2.61007, 2.34464
 2376.0000, 8.3586702086, 2.61778, 2.36650
 2384.0000, 8.3832491246, 2.62520, 2.38859
 2392.0000, 8.4067818809, 2.63232, 2.41091
 2400.0000, 8.4292668067, 2.63915, 2.43345
 2408.0000, 8.4507043905, 2.64567, 2.45620
 2416.0000, 8.4710973055, 2.65189, 2.47916
 2424.0000, 8.4904504362, 2.65780, 2.50231
 2432.0000, 8.5087709016, 2.66341, 2.52566
 2440.0000, 8.5260680779, 2.66872, 2.54919
 2448.0000, 8.5423536193, 2.67373, 2.57289
 2456.0000, 8.5576414771, 2.67844, 2.59676
 2464.0000, 8.5719479169, 2.68286, 2.62078
 2472.0000, 8.5852915339, 2.68698, 2.64496
 2480.0000, 8.5976932658, 2.69082, 2.66927
 2488.0000, 8.6091764029, 2.69438, 2.69371
 2496.0000, 8.6197665967, 2.69767, 2.71827
 2504.0000, 8.6294918638, 2.70069, 2.74294
 2512.0000, 8.6383825885, 2.70345, 2.76772
 2520.0000, 8.6464715199, 2.70597, 2.79258
 2528.0000, 8.6537937669, 2.70826, 2.81753
 2536.0000, 8.6603867876, 2.71031, 2.84256
 2544.0000, 8.6662903752, 2.71216, 2.86764
 2552.0000, 8.6715466380, 2.71380, 2.89278
 2560.0000, 8.6761999747, 2.71525, 2.91796
 2568.0000, 8.6802970436, 2.71653, 2.94318
 2576.0000, 8.6838867259, 2.71766, 2.96841
 2584.0000, 8.6870200817, 2.71864, 2.99366
 2592.0000, 8.6897502996, 2.71949, 3.01890
 2600.0000, 8.6921326387, 2.72024, 3.04414
 2608.0000, 8.6942243623, 2.72089, 3.06936
 2616.0000, 8.6960846636, 2.72147, 3.09454
 2624.0000, 8.6977745825, 2.72200, 3.11968
 2632.0000, 8.6993569135, 2.72250, 3.14477
 2640.0000, 8.7008961038, 2.72298, 3.16979
 2648.0000, 8.7024581417, 2.72347, 3.19473
 2656.0000, 8.7041104355, 2.72399, 3.21959
 2664.0000, 8.7059216814, 2.72456, 3.24435
 2672.0000, 8.7079617213, 2.72520, 3.26900
 2680.0000, 8.7103013904, 2.72593, 3.29352
 2688.0000, 8.7130123537, 2.72678, 3.31792
 2696.0000, 8.7161669328, 2.72777, 3.34216
 2704.0000, 8.7198379219, 2.72893, 3.36626
 2712.0000, 8.7240983935, 2.73027, 3.39018
 2720.0000, 8.7290214956, 2.73181, 3.41392
 2728.0000, 8.7346802384, 2.73359, 3.43747
 2736.0000, 8.7411472734, 2.73563, 3.46082
 2744.0000, 8.7484946638, 2.73795, 3.48395
 2752.0000, 8.7567936481, 2.74056, 3.50686
 2760.0000, 8.7661143980, 2.74350, 3.52953
 2768.0000, 8.7765257704, 2.74680, 3.55195
 2776.0000, 8.7880950557, 2.75046, 3.57410
 2784.0000, 8.8008877238, 2.75451, 3.59599
 2792.0000, 8.8149671678, 2.75898, 3.61759
 2800.0000, 8.8303944491, 2.76388, 3.63889
 2808.0000, 8.8472280429, 2.76925, 3.65988
 2816.0000, 8.8655235879, 2.77508, 3.68055
 2824.0000, 8.8853336398, 2.78142, 3.70089
 2832.0000, 8.9067074329, 2.78827, 3.72089
 2840.0000, 8.9296906481, 2.79566, 3.74054
 2848.0000, 8.9543251926, 2.80360, 3.75981
 2856.0000, 8.9806489899, 2.81211, 3.77871
 2864.0000, 9.0086957837, 2.82121, 3.79723
 2872.0000, 9.0384949561, 2.83090, 3.81534
 2880.0000, 9.0700713627, 2.84121, 3.83304
 2888.0000, 9.1034451841, 2.85215, 3.85032
 2896.0000, 9.1386317975, 2.86373, 3.86716
 2904.0000, 9.1756416667, 2.87595, 3.88356
 2912.0000, 9.2144802539, 2.88884, 3.89951
 2920.0000, 9.2551479525, 2.90240, 3.91499
 2928.0000, 9.2976400412, 2.91663, 3.92999
 2936.0000, 9.3419466615, 2.93155, 3.94451
 2944.0000, 9.3880528165, 2.94715, 3.95853
 2952.0000, 9.4359383923, 2.96345, 3.97204
 2960.0000, 9.4855782016, 2.98043, 3.98504
 2968.0000, 9.5369420485, 2.99811, 3.99751
 2976.0000, 9.5899948136, 3.01648, 4.00943
 2984.0000, 9.6446965602, 3.03553, 4.02082
 2992.0000, 9.7010026577, 3.05527, 4.03164
 3000.0000, 9.7588639241, 3.07569, 4.04190
 3008.0000, 9.8182267839, 3.09679, 4.05158
 3016.0000, 9.8790334410, 3.11854, 4.06068
 3024.0000, 9.9412220654, 3.14095, 4.06918
 3032.0000, 10.0047269904, 3.16400, 4.07708
 3040.0000, 10.0694789214, 3.18767, 4.08437
 3048.0000, 10.1354051515, 3.21196, 4.09104
 3056.0000, 10.2024297845, 3.23684, 4.09708
 3064.0000, 10.2704739623, 3.26230, 4.10248
 3072.0000, 10.3394560960, 3.28831, 4.10723
 3080.0000, 10.4092920979, 3.31486, 4.11134
 3088.0000, 10.4798956136, 3.34191, 4.11478
 3096.0000, 10.5511782529, 3.36945, 4.11756
 3104.0000, 10.6230498172, 3.39745, 4.11965
 3112.0000, 10.6954185229, 3.42587, 4.12107
 3120.0000, 10.7681912193, 3.45469, 4.12180
 3128.0000, 10.8412735995, 3.48388, 4.12183
 3136.0000, 10.9145704042, 3.51341, 4.12116
 3144.0000, 10.9879856165, 3.54323, 4.11979
 3152.0000, 11.0614226477, 3.57331, 4.11769
 3160.0000, 11.1347845135, 3.60362, 4.11488
 3168.0000, 11.2079739986, 3.63412, 4.11134
 3176.0000, 11.2808938121, 3.66475, 4.10707
 3184.0000, 11.3534467303, 3.69549, 4.10207
 3192.0000, 11.4255357287, 3.72629, 4.09632
 3200.0000, 11.4970641024, 3.75710, 4.08983
 3208.0000, 11.5679355746, 3.78788, 4.08258
 3216.0000, 11.6380543938, 3.81859, 4.07459
 3224.0000, 11.7073254196, 3.84916, 4.06583
 3232.0000, 11.7756541961, 3.87956, 4.05631
 3240.0000, 11.8429470155, 3.90974, 4.04603
 3248.0000, 11.9091109700, 3.93963, 4.03498
 3256.0000, 11.9740539926, 3.96920, 4.02315
 3264.0000, 12.0376848882, 3.99838, 4.01056
 3272.0000, 12.0999133541, 4.02713, 3.99718
 3280.0000, 12.1606499913, 4.05539, 3.98303
 3288.0000, 12.2198063055, 4.08310, 3.96810
 3296.0000, 12.2772946995, 4.11022, 3.95238
 3304.0000, 12.3330284567, 4.13668, 3.93588
 3312.0000, 12.3869217164, 4.16242, 3.91860
 3320.0000, 12.4388894400, 4.18740, 3.90053
 3328.0000, 12.4888473707, 4.21155, 3.88168
 3336.0000, 12.5367119842, 4.23483, 3.86203
 3344.0000, 12.5824004327, 4.25716, 3.84161
 3352.0000, 12.6258304817, 4.27850, 3.82039
 3360.0000, 12.6669204397, 4.29879, 3.79839
 3368.0000, 12.7055890808, 4.31797, 3.77560
 3376.0000, 12.7417555609, 4.33599, 3.75203
 3384.0000, 12.7753393267, 4.35278, 3.72768
 3392.0000, 12.8062600185, 4.36831, 3.70255
 3400.0000, 12.8344373657, 4.38250, 3.67663
 3408.0000, 12.8597910760, 4.39531, 3.64994
 3416.0000, 12.8822407171, 4.40669, 3.62247
 3424.0000, 12.9017055916, 4.41657, 3.59424
 3432.0000, 12.9181046045, 4.42492, 3.56523
 3440.0000, 12.9313561224, 4.43167, 3.53545
 3448.0000, 12.9413778249, 4.43679, 3.50492
 3456.0000, 12.9480865477, 4.44022, 3.47362
 3464.0000, 12.9513981159, 4.44191, 3.44157
 3472.0000, 12.9512271675, 4.44182, 3.40877
 3480.0000, 12.9474869669, 4.43991, 3.37522
 3488.0000, 12.9400892060, 4.43613, 3.34093
 3496.0000, 12.9289437940, 4.43044, 3.30590
 3504.0000, 12.9139586325, 4.42281, 3.27014
 3512.0000, 12.8950393763, 4.41318, 3.23366
 3520.0000, 12.8720891785, 4.40154, 3.19645
 3528.0000, 12.8450084166, 4.38784, 3.15853
 3536.0000, 12.8136943996, 4.37205, 3.11991
 3544.0000, 12.7780410535, 4.35414, 3.08058
 3552.0000, 12.7379385823, 4.33408, 3.04056
 3560.0000, 12.6932731023, 4.31185, 2.99985
 3568.0000, 12.6439262467, 4.28742, 2.95846
 3576.0000, 12.5897747376, 4.26078, 2.91640
 3584.0000, 12.5306899200, 4.23189, 2.87368
 3592.0000, 12.4665372554, 4.20075, 2.83030
 3600.0000, 12.3971757684, 4.16734, 2.78627
 3608.0000, 12.3224574417, 4.13164, 2.74160
 3616.0000, 12.2422265519, 4.09366, 2.69630
 3624.0000, 12.1563189395, 4.05337, 2.65038
 3632.0000, 12.0645612045, 4.01077, 2.60385
 3640.0000, 11.9667698162, 3.96587, 2.55671
 3648.0000, 11.8627501277, 3.91866, 2.50898
 3656.0000, 11.7522952802, 3.86914, 2.46066
 3664.0000, 11.6351849817, 3.81733, 2.41178
 3672.0000, 11.5111841426, 3.76322, 2.36232
 3680.0000, 11.3800413458, 3.70682, 2.31232
 3688.0000, 11.2414871272, 3.64816, 2.26177
 3696.0000, 11.0952320350, 3.58725, 2.21070
 3704.0000, 10.9409644351, 3.52410, 2.15910
 3712.0000, 10.7783480175, 3.45874, 2.10699
 3720.0000, 10.6070189559, 3.39118, 2.05439
 3728.0000, 10.4265826575, 3.32146, 2.00130
 3736.0000, 10.2366100321, 3.24960, 1.94773
 3744.0000, 10.0366331885, 3.17564, 1.89370
 3752.0000, 9.8261404517, 3.09961, 1.83923
 3760.0000, 9.6045705657, 3.02154, 1.78431
 3768.0000, 9.3713059152, 2.94148, 1.72897
 3776.0000, 9.1256645621, 2.85945, 1.67322
 3784.0000, 8.8668908345, 2.77552, 1.61707
 3792.0000, 8.5941441430, 2.68972, 1.56053
 3800.0000, 8.3064856043, 2.60210, 1.50362
 3808.0000, 8.0028619367, 2.51271, 1.44635
 3816.0000, 7.6820859283, 2.42161, 1.38873
 3824.0000, 7.3428125640, 2.32885, 1.33078
 3832.0000, 6.9835095979, 2.23447, 1.27251
 3840.0000, 6.6024209436, 2.13856, 1.21393
 3848.0000, 6.1975206680, 2.04116, 1.15506
 3856.0000, 5.7664545389, 1.94233, 1.09591
 3864.0000, 5.3064648493, 1.84214, 1.03649
 3872.0000, 4.8142924283, 1.74066, 0.97683
 3880.0000, 4.2860469867, 1.63796, 0.91693
 3888.0000, 3.7170326663, 1.53409, 0.85681
 3896.0000, 3.1015088283, 1.42914, 0.79648
 3904.0000, 2.4323549009, 1.32318, 0.73595
 3912.0000, 1.7005890512, 1.21627, 0.67525
 3920.0000, 0.8946567998, 1.10849, 0.61439
 3928.0000, -0.0006564546, 0.99992, 0.55338
 3936.0000, -1.0059561169, 0.89064, 0.49223
 3944.0000, -2.1501308142, 0.78072, 0.43096
 3952.0000, -3.4754895853, 0.67023, 0.36959
 3960.0000, -5.0476252866, 0.55927, 0.30813
 3968.0000, -6.9764246172, 0.44790, 0.24659
 3976.0000, -9.4678871066, 0.33621, 0.18500
 3984.0000, -12.9844890388, 0.22427, 0.12336
 3992.0000, -19.0019549156, 0.11218, 0.06169
 4000.0000, -291.3771268146, 0.00000, 0.00000

Magnitude at band edges

    0.0563 1.18850E+00
    0.3937 3.56577E+00
    0.0563 1.18850E+00
    0.3937 3.56577E+00
Baud rate 3000, low carrier filter 6, 0.5dB to 0.5dB+1.0dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
    0.0000, -0.0008871643, 0.99990, 0.95720
    8.0000, -0.0008865769, 0.99990, 0.95721
   16.0000, -0.0008848166, 0.99990, 0.95726
   24.0000, -0.0008818884, 0.99990, 0.95733
   32.0000, -0.0008778010, 0.99990, 0.95743
   40.0000, -0.0008725664, 0.99990, 0.95757
   48.0000, -0.0008661999, 0.99990, 0.95773
   56.0000, -0.0008587203, 0.99990, 0.95792
   64.0000, -0.0008501494, 0.99990, 0.95814
   72.0000, -0.0008405122, 0.99990, 0.95839
   80.0000, -0.0008298369, 0.99990, 0.95866
   88.0000, -0.0008181546, 0.99991, 0.95897
   96.0000, -0.0008054992, 0.99991, 0.95930
  104.0000, -0.0007919074, 0.99991, 0.95966
  112.0000, -0.0007774183, 0.99991, 0.96005
  120.0000, -0.0007620738, 0.99991, 0.96047
  128.0000, -0.0007459179, 0.99991, 0.96092
  136.0000, -0.0007289966, 0.99992, 0.96139
  144.0000, -0.0007113582, 0.99992, 0.96189
  152.0000, -0.0006930526, 0.99992, 0.96241
  160.0000, -0.0006741314, 0.99992, 0.96296
  168.0000, -0.0006546477, 0.99992, 0.96354
  176.0000, -0.0006346557, 0.99993, 0.96414
  184.0000, -0.0006142107, 0.99993, 0.96477
  192.0000, -0.0005933691, 0.99993, 0.96542
  200.0000, -0.0005721876, 0.99993, 0.96609
  208.0000, -0.0005507236, 0.99994, 0.96679
  216.0000, -0.0005290346, 0.99994, 0.96751
  224.0000, -0.0005071785, 0.99994, 0.96826
  232.0000, -0.0004852125, 0.99994, 0.96903
  240.0000, -0.0004631939, 0.99995, 0.96982
  248.0000, -0.0004411793, 0.99995, 0.97063
  256.0000, -0.0004192245, 0.99995, 0.97146
  264.0000, -0.0003973843, 0.99995, 0.97231
  272.0000, -0.0003757125, 0.99996, 0.97318
  280.0000, -0.0003542616, 0.99996, 0.97407
  288.0000, -0.0003330823, 0.99996, 0.97498
  296.0000, -0.0003122241, 0.99996, 0.97590
  304.0000, -0.0002917341, 0.99997, 0.97684
  312.0000, -0.0002716578, 0.99997, 0.97780
  320.0000, -0.0002520384, 0.99997, 0.97878
  328.0000, -0.0002329168, 0.99997, 0.97977
  336.0000, -0.0002143315, 0.99998, 0.98078
  344.0000, -0.0001963183, 0.99998, 0.98180
  352.0000, -0.0001789105, 0.99998, 0.98283
  360.0000, -0.0001621385, 0.99998, 0.98387
  368.0000, -0.0001460299, 0.99998, 0.98493
  376.0000, -0.0001306095, 0.99998, 0.98600
  384.0000, -0.0001158987, 0.99999, 0.98708
  392.0000, -0.0001019162, 0.99999, 0.98817
  400.0000, -0.0000886775, 0.99999, 0.98927
  408.0000, -0.0000761948, 0.99999, 0.99037
  416.0000, -0.0000644773, 0.99999, 0.99149
  424.0000, -0.0000535311, 0.99999, 0.99261
  432.0000, -0.0000433591, 1.00000, 0.99374
  440.0000, -0.0000339610, 1.00000, 0.99487
  448.0000, -0.0000253335, 1.00000, 0.99601
  456.0000, -0.0000174703, 1.00000, 0.99715
  464.0000, -0.0000103620, 1.00000, 0.99829
  472.0000, -0.0000039965, 1.00000, 0.99944
  480.0000, 0.0000016413, 1.00000, 1.00059
  488.0000, 0.0000065691, 1.00000, 1.00174
  496.0000, 0.0000108071, 1.00000, 1.00288
  504.0000, 0.0000143781, 1.00000, 1.00403
  512.0000, 0.0000173073, 1.00000, 1.00518
  520.0000, 0.0000196218, 1.00000, 1.00632
  528.0000, 0.0000213511, 1.00000, 1.00747
  536.0000, 0.0000225262, 1.00000, 1.00860
  544.0000, 0.0000231802, 1.00000, 1.00974
  552.0000, 0.0000233472, 1.00000, 1.01086
  560.0000, 0.0000230632, 1.00000, 1.01199
  568.0000, 0.0000223649, 1.00000, 1.01310
  576.0000, 0.0000212900, 1.00000, 1.01421
  584.0000, 0.0000198772, 1.00000, 1.01531
  592.0000, 0.0000181654, 1.00000, 1.01639
  600.0000, 0.0000161941, 1.00000, 1.01747
  608.0000, 0.0000140025, 1.00000, 1.01854
  616.0000, 0.0000116300, 1.00000, 1.01960
  624.0000, 0.0000091157, 1.00000, 1.02064
  632.0000, 0.0000064979, 1.00000, 1.02168
  640.0000, 0.0000038143, 1.00000, 1.02270
  648.0000, 0.0000011017, 1.00000, 1.02370
  656.0000, -0.0000016044, 1.00000, 1.02469
  664.0000, -0.0000042698, 1.00000, 1.02566
  672.0000, -0.0000068620, 1.00000, 1.02662
  680.0000, -0.0000093500, 1.00000, 1.02756
  688.0000, -0.0000117049, 1.00000, 1.02848
  696.0000, -0.0000138998, 1.00000, 1.02939
  704.0000, -0.0000159102, 1.00000, 1.03027
  712.0000, -0.0000177138, 1.00000, 1.03114
  720.0000, -0.0000192910, 1.00000, 1.03198
  728.0000, -0.0000206248, 1.00000, 1.03281
  736.0000, -0.0000217008, 1.00000, 1.03361
  744.0000, -0.0000225077, 1.00000, 1.03439
  752.0000, -0.0000230371, 1.00000, 1.03515
  760.0000, -0.0000232833, 1.00000, 1.03588
  768.0000, -0.0000232440, 1.00000, 1.03660
  776.0000, -0.0000229197, 1.00000, 1.03728
  784.0000, -0.0000223141, 1.00000, 1.03794
  792.0000, -0.0000214339, 1.00000, 1.03858
  800.0000, -0.0000202886, 1.00000, 1.03919
  808.0000, -0.0000188911, 1.00000, 1.03978
  816.0000, -0.0000172566, 1.00000, 1.04034
  824.0000, -0.0000154036, 1.00000, 1.04087
  832.0000, -0.0000133528, 1.00000, 1.04137
  840.0000, -0.0000111277, 1.00000, 1.04185
  848.0000, -0.0000087540, 1.00000, 1.04229
  856.0000, -0.0000062596, 1.00000, 1.04271
  864.0000, -0.0000036743, 1.00000, 1.04310
  872.0000, -0.0000010294, 1.00000, 1.04346
  880.0000, 0.0000016420, 1.00000, 1.04380
  888.0000, 0.0000043059, 1.00000, 1.04410
  896.0000, 0.0000069276, 1.00000, 1.04437
  904.0000, 0.0000094716, 1.00000, 1.04461
  912.0000, 0.0000119023, 1.00000, 1.04482
  920.0000, 0.0000141845, 1.00000, 1.04500
